,symbol,meaning
2253,Mitología: ,"Cuando en nuestros sueños aparece un personaje mitológico posee el significado que le otorga la mitología. -Soñar con Zeus o Júpiter anunciará una poderosa protección o un castigo ejemplar, según sea el rostro, amable o furibundo. -Venus nos pronosticará un amor feliz si está de buen talante o desgraciado, o incluso una venganza si está furiosa, y así sucesivamente. "
2254,Mochila: ,"-Si está llena simboliza que tenemos secretos bien guardados. -Si está vacía indica que la persona propietaria es incapaz de guardar un secreto. -Perder la mochila significa que alguien conoce nuestros secretos. -Si nos la roban, alguien se enterará de lo que no queremos usando la fuerza. "
2255,Mochuelo: ,-Soñar con uno presagia chismorreos y murmuraciones. -Si le matamos indica que no lograrán perjudicarnos dichas murmuraciones. -Si vemos como matan o maltratan a un mochuelo indica que somos nosotros los que hacemos comentarios sobre los demás. -Oír el grito de un mochuelo anuncia desgracias. 
2256,Moda: ,"Indica una necesidad de escapar de su universo habitual, de modificar sus costumbres.  "
2257,Modelo: ,Indica la renuncia a la propia personalidad. 
2258,Modista: ,Anuncia un cambio favorable de situación. 
2259,Mofarse: ,Su actitud hacia sus amistades le procurarán desprecio y enemistades. 
2260,Moho: ,"Sinsabores afectivos, decepciones familiares. "
2261,Mojar: ,Anuncia decepción y contrariedades por la marcha de sus negocios. 
2262,Mojón: ,-Ver un mojón presagia algún beneficio inesperado. -Manipularlos: *Si se utilizan para modelar como si fuese barro refleja afición por el arte. *Si va acompañado de reacciones de sadismo o miedo indica un desarreglo de la personalidad. -Realizar la defecación: *Si existen dificultades para defecar refleja avaricia y voluntad de dominio. *Si tenemos diarrea revela tendencia al despilfarro. *Si la defecación es normal presagia beneficios económicos. 
2263,"Molino, moler: ","Soñar con un molino siempre augura riqueza. A mayor velocidad mayor riqueza, y si está parado también es muy posible que la consigamos. Pero si molemos algo siempre anuncia problemas. "
2264,Momia: ,Resurgirán viejos asuntos olvidados. 
2265,Monasterio: ,-Soñar con un monasterio augura la realización de esperanzas o deseos. -Si lo vemos en la lejanía y no nos acercamos a el anuncia desilusiones. -Si nos encontramos en el monasterio hablando con otras personas sin prestar atención a lo que allí sucede nos advierte de que nuestra actitud ante la vida es descuidada y podemos cometer alguna imprudencia. 
2266,Mondadientes: ,Anuncia una decepción amarga y costosa. 
2267,Mondar: ,"Problemas familiares, incomprensión y disputas. "
2268,Monedas: ,-Si nos vemos contando monedas de escaso valor augura dificultades económicas.  -Si perdemos las monedas nos advierte sobre nuestra falta de economía. -Si las encontramos refleja nuestro intimo deseo de emprender tareas más lucrativas. 
2269,Monedero: ,"-Usarlo indica que somos minuciosos con nuestros asuntos. -Perderlo, problemas financieros. "
2270,Monigote: ,La calidad de sus relaciones se verá empañada por la codicia y la avidez. 
2271,Monja: ,Indica un sentimiento de culpabilidad muy difuso que se basa en el miedo a la pérdida de la inocencia y sus consecuencias. 
2272,Monje: ,"-Si somos creyentes presagia una ayuda providencial, consuelo, incremento de bienes materiales y espirituales. -Si no somos creyentes, anuncia males y calamidades salvo que nos hablen, en cuyo caso anuncia el fin de nuestros males. "
2273,Mono: ,El mono refleja nuestra personalidad instintiva y es una llamada para que desarrollemos nuestra personalidad hacia un nivel superior. 
2274,Monóculo: ,"-Si en la vida real no usamos monóculo y nos vemos con el en sueños indica que nuestra visión de las cosas se halla deformada. -Si el monóculo no es incoloro, el color nos indicará algo más sobre esta visión. -Perder el monóculo nos advierte sobre nuestra falta de atención hacia los demás. -Ver uno indica que nuestras palabras serán mal interpretadas. -Romperlo augura un perjuicio generalmente económico. "
2275,Monstruo: ,Soñar con un monstruo es un reflejo distorsionado de nuestra conciencia que nos acusa de alguna falta que nos atormenta. -Si se trata de un monstruo aterrador este sueño nos revela que seguimos atados a los temores infantiles y a los complejos de culpabilidad. -Si el monstruo es tentador refleja desconfianza en nosotros mismos y temor ante nuestras debilidades. -El monstruo conciliador y amistoso revela nuestra tendencia o nuestro deseo de disminuir la culpabilidad de nuestras faltas. 
2276,Montaña: ," -Si llegamos a alcanzar la cumbre indica que en la vida real alcanzaremos nuestros objetivos, y si somos más espirituales indica que alcanzaremos la elevación espiritual. -Si apenas llegados a la cumbre nos caemos o no llegamos a alcanzarla no conseguiremos triunfar por debilidad de carácter. "
2277,Moras: ,Indica satisfacciones y placeres en la ternura del amor. 
2278,Morcilla: ,"En este sueño lo que debemos tener en cuenta es su color. -Si es blanquecina indica alegría. -Negra, penas. -Rojiza, pasión. "
2279,Mordaza: ,-Soñarnos amordazados significa una dependencia que nos pesa demasiado. Si conseguimos quitarnos la mordaza encontraremos la liberación. -Si amordazamos a alguien significa que cometeremos una injusticia salvo que sea del sexo opuesto que significa atracción. 
2280,Morder: ,"-Morder a alguien en sueños augura que con nuestra agresividad nos creamos numerosos enemigos, o revela el deseo de poseer y dominar a la persona a la que mordemos. -Si somos mordidos es que nos sentimos heridos por la agresión de quien nos muerde, o por la agresividad de los demás si no le reconocemos. También puede revelar el temor a las agresiones sexuales. -Si somos mordidos por un animal el sueño refleja el temor a dejarnos dominar por nuestros instintos o pasiones, que serán simbolizadas por el animal que nos muerde. "
2281,Mosaico: ,Anuncia una situación compleja. 
2282,Moscas y mosquitos: ,"Los insectos simbolizan a personas molestas o impulsos externos igualmente molestos. -Matar moscas en sueños manifiesta el deseo de apartarnos de personas vanidosas, de hacerlas desaparecer de nuestra vida y evitarnos así molestias y problemas. -Los mosquitos nos advierten para que nos protejamos de los desconocidos que quieren inmiscuirse en nuestra vida, así como de los impulsos agresivos que despiertan en nosotros. "
2283,Mostaza: ,Presagia toda una serie de pequeñas molestias o contrariedades que nos sumirán en un estado de suma irritabilidad. 
2284,Motín: , Peleas a su alrededor. 
2285,Motocicleta: ,"Es nuestra propia vida la que se halla representada y todo depende de nosotros. -La gasolina representa nuestra capacidad energética. -Su aspecto, nuestro aspecto externo. -El manillar, la capacidad de control. -Los frenos, la voluntad. -El circuito eléctrico, la inteligencia. -Los faros, nuestra capacidad de visión de los hechos. -Si la motocicleta está en buen estado es que tenemos confianza en nosotros mismos. -Si se halla en mal estado representa nuestros temores. -Si nos vemos solos conduciendo la motocicleta indica deseos de independencia. -Si viajamos acompañados las actuaciones de los pasajeros, incluidos nosotros, nos revelará cuál es nuestra actitud con los que nos rodean. -Si la conduce otra persona significa que no nos sentimos dueños de nuestro destino. "
2286,Motor: ,"-Si el motor trabaja con un buen ritmo augura éxito y prosperidad. -Si se detiene es que existirán retrasos en nuestros planes y proyectos. -Si trabaja mal, se rompe o nos falla, o si ocurre algún accidente presagia el fracaso y las complicaciones. "
2287,Mozo: ,Soñar con un mozo de cuadra augura suerte y éxito. Promesa de dinero. 
2288,Muérdago: ,Presagio de felicidad y de protección en su vida. 
2289,Muchedumbre: ,"-Si nos hallamos imposibilitados de movernos entre la gente revela nuestra incapacidad de dominar los acontecimientos, debilidad de carácter. Gran timidez. -Si es otra persona la que se encuentra en esta situación y no podemos acercarnos a ella el sueño denota nuestro deseo de conquistar su afecto y amistad y el temor de no lograrlo. -Ver una multitud sin mezclarnos con ella anuncia alguna desgracia o malas noticias, en especial si visten de negro. A veces se trata de un cambio social, político o económico de carácter general. "
2290,Mudanza: ,Siempre anuncian un cambio en la vida del soñador. 
2291,Mudo/a: ,Perspectiva de acontecimientos que le serán muy penosos de soportar. 
2292,Muebles: ," -La mesa revela la unión familiar. -Los armarios, nuestras posesiones. -Si vemos como se destruyen nuestros muebles indica graves discordias familiares e incluso la disolución de la familia. -Si en sueños cambiamos los muebles de sitio refleja un deseo de mayor bienestar o augura cambios en la familia. "
2293,Muelle: ,Presagio de nuevas modificaciones en sus condiciones de vida. 
2294,Muérdago: ,"Simboliza regeneración, fortaleza y larga vida. Soñar con muérdago es un magnífico presagio, y si nos obsequian con él nos desean todo el bien posible para el futuro. "
2295,Muerte: ,"-Los sueños de muerte no anuncian la muerte física, solo afirman que algo ha muerto, que algo desaparece. Puede tratarse de una relación, un amor, una amistad o simplemente una cualidad o un defecto, algo íntimo y personal que solo conocemos nosotros. -Son rarísimas las ocasiones en que podemos percibir la muerte física de otra persona. Cuando esto ocurre no queda la menor duda de que se trata de un proceso telepático o el contacto con una realidad transcendente. -También existe otro tipo de sueños de muerte y es el que aparece cuando la edad ya nos hace presentir su proximidad. "
2296,Muerto: ,-Soñar con personas que en la vida real han fallecido y eran queridas para nosotros revela insatisfacción por nuestra vida actual. -Si el muerto actúa acusador y vengativo se trata de un complejo de culpabilidad ligado con esta persona. -Si soñamos con una persona muy amada que ha fallecido y durante el sueño muere indica que a partir de ese momento nuestra alma acepta como un hecho real la muerte de la persona amada. 
2297,Muguete: ,"Anuncia nuevas perspectivas de felicidad. Renacimiento afectivo, reconciliación. "
2298,Mujer: ,-Si este sueño lo tiene una mujer suele interpretarse como la revelación de su propia personalidad. -En caso de que sea un hombre el que sueña con una mujer se relaciona con el éxito de sus ambiciones. -Soñar con mujeres desnudas es mucho más frecuente en mujeres y refleja el deseo y la preocupación por gustar y ser amadas.  -Si se trata de mujeres desnudas y excitantes sólo hablará de deseo sexual a un hombre sin inhibiciones. 
2299,Mula: ,"Los animales de carga reflejan la parte animal de la persona. -Si la mula es fuerte y está sano son símbolo de éxito y riqueza. -Una mula débil o enfermiza augura pérdidas. -Si está muerta nos dice que estamos en la ruina. -Si compramos una mula, incremento de nuestros medios. -Ver varias mulas presagia altercados con colaboradores o subordinados. -Las violencias contra la mula son las afrentas que recibimos o hacemos nosotros mismos. -Si la mula está cargada es símbolo de éxito y fortuna. -Ser perseguidos por una, rebelión o traición. -Vernos cargados como una mula es que ya somos víctimas de nuestra personalidad inferior. -Si vamos montados sobre la mula estamos en el buen camino. Lograremos cuanto nos proponemos. -Si la mula es blanca indica alegría y optimismo. -Si es roja, pasión y cólera. -Gris, tristeza y traición. -Negra, fúnebre y pesimista. "
